证券代码,证券简称,"广告宣传推广费(销售费用)
[报告期] 2011年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2012年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2013年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2014年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2015年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2016年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2017年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2018年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2019年报
[报表类型] 合并报表
[单位] 元","广告宣传推广费(销售费用)
[报告期] 2020年报
[报表类型] 合并报表
[单位] 元","所属证监会行业名称
[交易日期] 最新收盘日
[行业级别] 门类行业"
600052.SH,浙江广厦,,"31,510,144.4400","30,069,323.7100","41,256,011.0300","46,448,079.5800","44,461,701.0500","31,747,480.0600","18,860,671.9400","8,178,337.4200","19,999,343.5500",文化、体育和娱乐业
600053.SH,九鼎投资,,"10,371,560.2600","18,693,579.4000","19,423,283.7400","12,242,147.6400","7,781,418.9300","6,656,764.9300","1,289,594.2000","3,255,500.0000","930,000.0000",金融业
600054.SH,黄山旅游,,"4,679,873.1100","7,869,075.5900","3,712,544.5100","4,548,062.0900","2,817,990.4200","10,448,404.8300","95,838,667.1400","95,391,550.7500","41,173,262.8200",水利、环境和公共设施管理业
600055.SH,万东医疗,,"7,076,466.0500","17,614,373.1300","9,567,399.8900","10,578,543.2300","19,622,859.1500","11,650,692.3800","8,196,035.4100","8,113,433.0200","5,921,040.8000",制造业
600056.SH,中国医药,,,"11,060,471.8600","17,019,613.1000","18,708,112.0200","43,659,407.9100","769,754,684.7500","2,603,019,859.8800","2,468,437,212.6900","1,610,098,233.5300",制造业
600057.SH,厦门象屿,,,,,,,,,,,租赁和商务服务业
600058.SH,五矿发展,,"5,459,581.9600","4,224,979.0000","2,587,068.2400","918,541.0100","109,742.8200","122,532.0700","209,410.6800","196,823.9500","277,889.0400",批发和零售业
600059.SH,古越龙山,,"79,898,443.0100","68,815,693.5300","58,164,387.5600","73,651,670.7600","84,262,389.1700","21,910,420.3800","40,056,152.2700","61,507,915.4100","56,832,306.1300",制造业
600060.SH,海信视像,,"989,592,375.0100","1,200,275,752.2800","1,110,898,892.3800","1,277,388,792.0800","943,386,863.3300","986,168,232.4700","1,228,073,260.0100","1,454,239,808.2600","1,394,340,962.9700",制造业
600061.SH,国投资本,,,"392,085.5700","1,306,349.9700","833,004.6000",,,,,,金融业
600062.SH,华润双鹤,,"181,861,001.5000","129,075,573.1200","66,997,800.8800","91,771,048.2900","88,314,501.4000","284,242,907.2800","618,495,217.2300","496,315,316.3900","236,808,607.5200",制造业
600063.SH,皖维高新,,"56,587.8800","52,300.0000","64,238.7800","616,609.7200","128,813.5500","15,283.0200","16,301.8900",,,制造业
600064.SH,南京高科,,"45,854,155.6900","32,834,484.0700","36,834,432.7700","36,015,133.8100","36,169,869.7000","45,304,581.1100","31,462,393.5300","23,345,049.6900",,房地产业
600066.SH,宇通客车,,"50,200,768.7500","42,703,236.2300","53,874,276.4700","59,951,198.1200","80,576,887.2400","83,050,982.5300","108,195,558.1800","135,835,804.7500","85,739,231.4600",制造业
600067.SH,冠城大通,,"24,642,176.1000","20,091,460.9800","25,099,485.6100","34,040,315.1700","28,493,547.5500","23,636,236.7400","41,801,479.5000","54,441,090.7700","56,237,650.8600",房地产业
600068.SH,葛洲坝,,"11,301,433.4000",,,,,,,,,建筑业
600070.SH,浙江富润,,"1,370,468.2200","978,308.4800","1,082,412.0200","954,505.2400","1,030,112.6500","2,707,846.8100","3,000,036.8000",,,信息传输、软件和信息技术服务业
600071.SH,凤凰光学,,,,"489,811.6800","1,332,693.9000","1,462,739.1600","1,024,262.5300","1,251,756.6700","979,823.5300","503,796.4900",制造业
600072.SH,中船科技,,,,,,"183,231.1300","5,660.3800","7,547.1700",,,建筑业
600073.SH,上海梅林,,"270,881,305.8900","290,980,988.1300","318,687,174.7800","311,969,691.4300","312,154,594.3900","340,564,871.8200","347,925,608.7800","320,066,837.8900","286,638,038.6400",制造业
600075.SH,新疆天业,,,,,,,,,,,制造业
600076.SH,康欣新材,,"1,000.0000","2,983,076.0000","578,370.0000","4,481,741.9900","8,214,766.3200","10,441,433.0700","10,317,160.7500","125,596.9000","252,721.7000",制造业
600077.SH,宋都股份,,"55,356,924.0000","51,427,974.9100","51,275,786.4100","50,353,719.1200","38,071,918.8400","21,556,315.4900","32,105,830.5400","57,186,586.4900","52,754,993.2800",房地产业
600078.SH,*ST澄星,,,,,,,,,,,制造业
600079.SH,人福医药,,"498,425,003.7900","708,909,353.1100","829,847,298.8800","964,851,312.4100","1,087,437,193.4100","1,479,938,725.5300","2,261,110,554.0300","2,595,183,004.3600","2,685,166,351.7500",制造业
600080.SH,金花股份,,"115,998,648.6400","128,369,101.6900",,,,,,,,制造业
600081.SH,东风科技,,"3,120,514.4000","2,828,554.7200","7,251,060.5700","3,860,873.1000","4,485,234.5100","4,461,692.6400","3,867,508.5800","5,702,331.5300","2,549,767.2100",制造业
600082.SH,海泰发展,,"2,174,918.0000","2,346,645.0000","947,174.0000","633,335.7000","323,630.0200","55,205.0000","82,043.0900","68,814.7700","97,272.2200",房地产业
600083.SH,*ST博信,,,,,,,,"2,097,156.5300","304,954.1700","301,167.1500",批发和零售业
600084.SH,*ST中葡,,"40,764,697.4900","46,021,648.1200","53,410,562.5400","34,424,826.3400","34,369,789.6000","48,931,939.3700","81,400,430.4700","6,855,430.3300","2,474,101.7400",制造业
600085.SH,同仁堂,,"254,310,096.3200","341,937,769.0300","348,158,272.5700","520,815,440.1400","592,501,790.4000","755,789,094.8100","872,868,115.9700","551,563,982.5900","571,225,042.3300",制造业
600088.SH,中视传媒,,"6,210,601.5600","6,108,132.7400","6,772,981.8700","6,535,700.9400","7,068,303.0800","7,829,872.8200","7,854,424.7500","7,015,185.5300","2,647,722.0100",文化、体育和娱乐业
600089.SH,特变电工,,"3,324,237.2500",,,,,,,,,制造业
600090.SH,*ST济堂,,"93,393,611.3300","25,719,803.9800","59,686,506.1600","92,546,285.3500","96,477,368.9000","245,737,324.8600","153,337,977.8700","141,044,754.2700","14,444,187.3200",批发和零售业
600091.SH,*ST明科,,,,,,,,,,,制造业
600093.SH,易见股份,,"437,438.2300","58,407.0000",,,,,,,,租赁和商务服务业
600094.SH,大名城,,"33,322,587.0100","64,042,554.8300","118,083,841.9100","162,670,316.7200","229,545,074.7200","200,943,073.0500","255,034,212.1600",,,房地产业
600095.SH,湘财股份,,"819,947.1000","5,757,547.4000","1,314,842.6100","823,323.3700","5,358,048.8100","825,419.3700","448,246.5700","1,801,340.9800","3,432,221.7000",金融业
600096.SH,云天化,,,"13,828,766.9000","12,541,479.8300","36,256,655.8000","54,585,949.9500","82,172,728.1900","67,486,911.1700","53,723,864.7200","43,907,613.9100",制造业
600097.SH,开创国际,,,,,,"134,548,668.1000","236,894,453.6300","248,842,090.5200","269,376,937.1100","256,044,463.6400",农、林、牧、渔业
600098.SH,广州发展,,,,,,,,,,,电力、热力、燃气及水生产和供应业
600099.SH,林海股份,,"75,200.0000",,,"495,217.0900","776,678.0200","911,341.0200","666,408.4200","423,068.9700","589,901.4000",制造业
600100.SH,同方股份,,,,,,,,,,,制造业
600101.SH,明星电力,,,,,,,,,"119,266.3800","170,973.5000",电力、热力、燃气及水生产和供应业
600103.SH,青山纸业,,"20,769,149.0900","4,640,387.7100","12,931,988.1600","10,572,066.7000","7,421,410.1600","9,338,090.1400","5,972,101.2800","8,091,800.6700","22,101,544.3600",制造业
600104.SH,上汽集团,,"6,788,821,825.8900","8,402,066,316.0700","10,039,144,659.3300","9,726,993,437.4900","10,821,718,109.0300","13,572,320,163.3700","13,523,103,088.9900","13,441,494,239.1000","10,435,505,680.3100",制造业
600105.SH,永鼎股份,,"2,452,790.6000","1,513,470.3800","202,300.0000","430,923.9300","267,705.5000","352,880.8900","768,340.8400","3,862,692.9300","7,081,491.6000",制造业
600106.SH,重庆路桥,,,,,,,,,,,交通运输、仓储和邮政业
600107.SH,美尔雅,,"8,770,409.9900","6,351,011.6100","3,564,400.4400","100,609.3700",,,,,,制造业
600108.SH,亚盛集团,,"1,164,709.3700","1,211,308.5800","777,428.4600","864,868.3800","850,304.9100","1,661,162.9500","1,781,837.4900","3,252,236.1100","2,076,041.6400",农、林、牧、渔业
600109.SH,国金证券,,,,,,,,,,,金融业
600110.SH,诺德股份,,,,,"796,819.1600","500,211.7400","750,269.7700","454,156.8500","419,388.4100","142,137.7400",制造业
600111.SH,北方稀土,,,,,,,,,,,制造业
600112.SH,*ST天成,,"1,374,161.0000",,,,,,,,,制造业
600113.SH,浙江东日,,"1,910,251.8500","4,006,280.3200","4,238,928.0600","8,262,446.0700",0.0000,,,,"2,913,917.7200",租赁和商务服务业
600114.SH,东睦股份,,,,"346,936.1800","404,474.0500","531,861.4800","148,103.0600","581,079.7400","326,598.0600","382,253.4400",制造业
600115.SH,东方航空,,,,,,,,,,,交通运输、仓储和邮政业
600116.SH,三峡水利,,,,,,,,,,,电力、热力、燃气及水生产和供应业
600117.SH,西宁特钢,,,,,,,,,,"380,737.2000",制造业
600118.SH,中国卫星,,"10,497,761.9400","6,808,662.3100","6,217,986.7700","7,427,841.5900","9,226,918.5100","10,440,901.1100","15,269,956.0600","19,845,863.5300","19,743,105.4600",制造业
600119.SH,长江投资,,,,,,,,,,"14,285.9500",交通运输、仓储和邮政业
600120.SH,浙江东方,,"10,458,190.5400","19,528,099.2300","21,868,456.3100","18,736,331.7400","18,336,422.3700","13,793,297.5900","9,464,261.9600","1,710,808.8300",,金融业
600121.SH,郑州煤电,,"12,210,100.2000",,,,,,,,,采矿业
600122.SH,ST宏图,,,,"43,320,225.1500","35,579,007.1400","40,982,187.2100","61,200,816.9700","54,612,821.4100","35,682,035.7200","5,255,730.0500",批发和零售业
600123.SH,兰花科创,,,,,,,,,,,采矿业
600125.SH,铁龙物流,,"2,043,435.0000","2,012,545.0000","1,071,830.0000","1,553,034.9900","105,368.0000","319,499.8000","197,776.6000","3,886,641.5100","2,693,292.5600",交通运输、仓储和邮政业
600126.SH,杭钢股份,,"16,802.5600",,,,,,,,,制造业
600127.SH,金健米业,,"31,248,211.7400","35,208,442.2100","49,140,402.5300","67,502,159.9200","54,923,319.8300","5,726,670.0500","172,170,407.3900","127,895,969.4100","85,584,559.4800",制造业
600128.SH,弘业股份,,"11,340,726.3000","5,739,240.2700","6,695,835.2800","6,846,946.0200","8,007,098.4200","10,685,953.0200","10,575,631.0700","10,233,791.9200","14,524,419.5700",批发和零售业
600129.SH,太极集团,,"519,328,839.4900","525,685,051.0000","585,884,544.4600","738,823,663.9200","809,991,096.7100","1,150,830,530.2700","2,154,099,545.7300","2,852,828,568.0600","2,826,570,538.2200",制造业
600130.SH,波导股份,,"1,496,852.3700","957,428.9800","2,073,482.9500","865,648.9300","4,214,572.8400","5,447,812.6200","116,089.8700",0.0000,,制造业
600131.SH,国网信通,,"660,380.0000","818,218.8600","677,318.6700","668,731.4600","1,341,595.7500","491,601.2000","682,814.6100","1,480,746.3000","1,023,528.2300",信息传输、软件和信息技术服务业
600132.SH,重庆啤酒,,"144,226,946.1400","187,283,877.3900","137,636,373.9800","201,067,738.1900","158,550,438.4900","192,173,446.9600","169,647,264.4000","200,302,491.1900","1,017,331,052.0600",制造业
600133.SH,东湖高新,,"6,332,848.1000","12,808,211.5000","13,556,456.7500","12,451,110.3500","13,939,216.3200","5,924,267.1800","3,695,908.8300","5,982,932.5800","6,141,890.5300",建筑业
600135.SH,乐凯胶片,,"141,777.2800","598,242.6100","19,756.3000","13,164.7900",335.0000,"94,553.5900","1,193.4000","4,481,288.4300","2,465,401.8900",制造业
600136.SH,当代文体,,,,,,"970,655.7200","2,351,055.8800","12,822,895.4600","18,960,495.6500","7,812,867.4800",文化、体育和娱乐业
600137.SH,浪莎股份,,"6,337,749.9900","14,990,922.1400","10,091,866.6700","2,726,972.4300","1,871,538.7600","2,201,085.6600","2,847,919.4100","3,141,708.6800","1,235,183.4100",制造业
600138.SH,中青旅,,"139,496,408.3400","184,972,206.8300","185,797,364.2200","239,373,016.9800","188,638,653.6200","154,203,120.7400","150,768,501.8000","179,922,910.8400","85,574,180.9200",租赁和商务服务业
600139.SH,ST西源,,,,,"2,147,971.8800","1,428,348.3600","71,354.2500","11,810.4900",,,金融业
600141.SH,兴发集团,,,,,,,,,,,制造业
600143.SH,金发科技,,,,,,,,,,,制造业
600145.SH,*ST新亿,,"29,364.0000","60,444.6700","8,360.0000","63,411.0000",0.0000,,,,,制造业
600146.SH,*ST环球,,"30,150.0000","112,498.4900","303,697.4100","25,566.0400","1,093,208.3400","115,097,120.0600","299,185,840.5800","224,582,281.6900","166,834.3700",制造业
600148.SH,长春一东,,,,,,,,,,,制造业
600149.SH,廊坊发展,,,,,,,,,,"150,000.0000",电力、热力、燃气及水生产和供应业
600150.SH,中国船舶,,,,"6,163,182.5000","6,796,193.0000","7,645,637.8300","5,648,699.9500","7,316,281.1200","6,082,304.8700","4,272,390.8000",制造业
600151.SH,航天机电,,"2,810,536.6700","2,552,905.7100","4,487,273.9600","6,516,963.9500","4,403,934.5700","8,037,341.2200","4,270,987.8800","6,705,074.2900","1,924,549.3000",制造业
600152.SH,维科技术,,"22,293,693.5900","10,766,647.5500","7,530,557.1600","5,203,214.2200","4,330,852.7800","4,610,227.1300","2,093,503.0600","1,642,775.2600","755,264.1900",制造业
600153.SH,建发股份,,"214,342,016.0600","240,553,593.9400","295,976,793.6700","397,481,959.3700","360,788,875.3500","432,147,313.0500","633,694,840.8100","891,892,030.6700","1,230,385,883.5800",批发和零售业
600155.SH,华创阳安,,"164,658.6500","57,477.8900","898,062.2600","1,294,263.1600","650,714.1200","18,844.6300",0.0000,,,金融业
600156.SH,华升股份,,,"873,090.2400","2,047,969.4500","2,789,538.2500",,,,,,制造业
600157.SH,永泰能源,,"406,831.0000","424,890.0000","2,400.0000",,,,,,,电力、热力、燃气及水生产和供应业
600158.SH,中体产业,,"15,569,438.6100","16,569,110.4500","11,725,353.9900","8,169,487.6200","11,628,511.5000","12,848,402.9900","14,671,199.1300","7,072,418.1200","8,615,659.0200",房地产业
600159.SH,大龙地产,,"4,066,638.9000","3,269,528.7000","2,274,447.6600","1,460,973.7700","608,897.0000","1,409,973.0000","3,627,309.6600","10,832,794.4900","3,185,150.3400",房地产业
600160.SH,巨化股份,,,,,,,,,,,制造业
600161.SH,天坛生物,,"88,970,365.0100","82,439,879.6900","70,269,040.3500","12,385,992.6200","45,998,821.0800","37,072,958.9600","103,280,272.5300","100,939,751.4000","84,492,286.3300",制造业
600162.SH,香江控股,,"200,769,843.0200","126,754,396.1200","133,678,793.8400","169,227,497.1000","161,613,737.2900","194,685,640.1200","194,185,276.8100","188,078,735.4900","167,612,624.3600",房地产业
600163.SH,中闽能源,,"2,202,067.7300","2,355,648.4000","1,673,831.0900","270,400.0600",,,,,,电力、热力、燃气及水生产和供应业
600165.SH,新日恒力,,"127,197.2000","417,338.6200","374,006.5200","132,151.3200","1,762,111.6500","143,166.8600","177,942.1800","241,466.6000","122,501.0200",制造业
600166.SH,福田汽车,,"519,534,228.1300","294,734,873.1600","218,149,763.6400","299,155,742.0200","628,772,043.0000","559,430,216.2100","910,788,814.0100","296,325,061.3900","250,316,383.0400",制造业
600167.SH,联美控股,,,,,,,,"11,605,585.9000","14,563,655.4600","19,426,175.5600",电力、热力、燃气及水生产和供应业
600168.SH,武汉控股,,"937,000.0000","32,200.0000","180,000.0000",,,,,,,电力、热力、燃气及水生产和供应业
600169.SH,太原重工,,,,,,,,,,,制造业
600170.SH,上海建工,,"20,229,350.7300","26,476,350.2700","21,746,322.5700","36,793,200.7900","89,271,266.7600","82,881,123.6500","109,442,070.8100","78,659,866.5500","89,339,921.0900",建筑业
600171.SH,上海贝岭,,"253,229.1100","618,560.6600","75,541.6600","88,714.7500",,,,,,制造业
600172.SH,黄河旋风,,"863,717.0500","1,191,385.6800","795,248.2300","1,378,319.6100","1,325,062.6300","11,918,230.2200","11,591,015.6200","5,623,555.8000","704,329.6000",制造业
600173.SH,卧龙地产,,"13,189,035.3100","16,345,170.3200","28,099,669.3700","17,243,929.9700","9,975,549.2500","18,230,874.1900","144,985,928.7500","10,377,659.5000","6,750,443.0500",房地产业
600176.SH,中国巨石,,"3,200,638.2100","3,458,470.6200","3,030,796.1300","2,478,818.7300","2,973,735.3800","2,153,616.8500","1,807,949.2800","2,097,829.0000","1,502,625.9700",制造业
600177.SH,雅戈尔,,"106,197,917.6400","111,203,035.9900","114,825,489.6300","77,773,092.2200","86,005,646.1200","103,401,511.6100","127,372,137.6900","148,784,629.1900","112,299,596.9300",制造业
600178.SH,东安动力,,,,,,,,,,,制造业
600179.SH,安通控股,,,,,,"2,148,982.1600","2,177,769.5300","16,148,494.2500","3,331,088.0900","58,295.0000",交通运输、仓储和邮政业
600180.SH,瑞茂通,,,,,,,,,,,批发和零售业
600182.SH,S佳通,,,,,,,,,,,制造业
600183.SH,生益科技,,,,,,,,,,,制造业
600184.SH,光电股份,,"457,310.7100","95,429.1800","68,352.5800","103,216.6200","110,598.6500","180,111.2600","135,849.2500","51,260.8800",0.0000,制造业
600185.SH,格力地产,,"38,309,573.9800","82,877,492.1000","43,153,743.1100","40,934,266.8800","56,452,066.6000","48,136,342.7100","42,017,176.8000","74,213,495.0000","154,884,474.7900",房地产业
600186.SH,莲花健康,,"1,721,637.5100","2,269,935.0000","22,277,897.5500","5,174,724.0100","6,308,179.3300","6,283,782.6700","3,722,396.3000","14,523,161.8700","17,629,983.6000",制造业
600187.SH,国中水务,,,"197,320.0000","900,000.0000",0.0000,"21,076.2200",0.0000,,"228,040.7000","530,410.0000",电力、热力、燃气及水生产和供应业
600188.SH,兖州煤业,,,,,,,,,,,采矿业
600189.SH,泉阳泉,,"7,773,037.1700","6,141,413.4300","7,653,199.8600","3,385,677.8900","13,648,030.4300","31,143,543.7000","29,243,331.3500","49,880,606.4400","54,294,741.7300",制造业
600190.SH,锦州港,,,,,,,,,,,交通运输、仓储和邮政业
600191.SH,*ST华资,,,,,,,,,,,制造业
600192.SH,长城电工,,"5,599,670.5300","5,672,676.7300","5,397,419.9200","3,589,356.1800","2,621,033.0300","3,209,969.9400","1,286,398.2600","2,213,044.0000","2,287,001.5900",制造业
600193.SH,ST创兴,,,,,,,,,"563,787.3800","947,404.9300",建筑业
600195.SH,中牧股份,,"3,182,549.5700","3,812,772.2700","7,442,871.1200","6,885,676.1200","6,491,281.3800","6,887,279.3600","8,223,658.3300","7,837,992.6400","7,458,028.2300",制造业
600196.SH,复星医药,,"240,465,325.3500","364,091,101.4300","806,154,624.6500","1,188,597,222.5600","2,173,248,540.2800","4,347,988,544.5600","6,622,817,746.1200","7,540,897,739.0900","5,608,143,462.0900",制造业
600197.SH,伊力特,,"95,458,993.6800","53,307,076.9200","65,711,819.9000","57,057,020.7200","43,966,940.7800",,"80,819,645.8400","108,302,163.4700","102,502,521.6400",制造业
600198.SH,*ST大唐,,"2,388,382.6300","3,047,826.3900","13,766,300.3300","66,897,973.4300","34,053,007.2200","38,333,204.9700","24,128,221.1700","2,371,392.7000","8,382,291.0600",制造业
600199.SH,金种子酒,,"211,416,492.2100","520,916,162.9400","595,207,742.2600","483,635,634.5900","344,592,029.6400","286,776,478.0800","195,533,270.5200","193,962,940.5200","163,870,512.5300",制造业
600200.SH,江苏吴中,,"36,995,316.9400","36,235,649.7500","46,064,064.5200","45,398,033.0400","40,279,965.6800","64,441,093.0100","70,079,297.7200",,,综合
600201.SH,生物股份,,"17,705,342.9500","28,786,398.8500","76,247,486.5700","76,181,151.3200","109,779,079.0300","128,143,105.4900","94,194,350.3400","95,614,568.4400","166,524,874.2900",制造业
600202.SH,哈空调,,,,,,,,,,,制造业
600203.SH,福日电子,,"582,598.4600","2,808,633.6200","4,266,185.9800","4,641,238.0500","4,356,938.8600","8,423,381.9300","5,011,935.2900","2,678,565.4100","1,417,685.2900",制造业
600206.SH,有研新材,,,,,,,,,,,制造业
600207.SH,安彩高科,,,,"726,751.1500","535,072.7100","190,771.9700","229,475.2100","247,507.7100","336,104.6700","194,527.3100",电力、热力、燃气及水生产和供应业
600208.SH,新湖中宝,,"80,871,497.0500","119,430,281.9500","118,353,967.5900","123,821,937.1700","93,326,252.0900","182,588,715.2700","110,778,764.6800","135,196,696.3000","125,667,857.5400",房地产业
600209.SH,*ST罗顿,,,,,,,,,,,建筑业
600210.SH,紫江企业,,,,"31,752,365.6400","40,865,095.8800","33,181,779.6300","19,931,530.3000","34,578,864.8600","41,793,343.2800","34,428,425.1200",制造业
